"Menu","Resto","Nutri score","Eco score","Vegetarien spcécifé","Origine","Prix etudiant","Prix doctorant","Prix visiteur","Prix campus","Prix /100g","Prix etudiant /100g","Prix unique","Prix demi portion","Prix (non traité)","date"
"Tofu and vegetable curry
Wild rice","La Ruche","a+","c","","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","4/21/2022"
"Penne à la bolognaise végétarienne","La Ruche","a","c","","","7.5","10.5","10.5","10.5","","","","","E 7.50 CHFD 10.50 CHFC 10.50 CHFV 10.50 CHF","4/21/2022"
"[Big Veggie Burger]
Corn buns, barbecue planted, onions, tomato, raclette cheese and salad vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/21/2022"
"[Pasta by Veggie Chef]
Penne Rigate N°73,
bear garlic pesto, parmesan shavings and Caulys sprouts vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/21/2022"
"[Veggie Chef's Casserole]
Coral Lentil Dahl with Coconut Milk, Ginger and Organic Basmati RiceOrigin: Riz basmatri BIO FAIRTRADE vegetarian","La Table de Vallotton by Novae","a","b","1","Riz basmatri BIO FAIRTRADE vegetarian","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/21/2022"
"[Veggie Chef's Salad] Rampon, Quorn Bacon, Country Bread Croutons, Hard Boiled Eggs","La Table de Vallotton by Novae","b+","a","","","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","4/21/2022"
"Green vegetable quiche with asparagus and green salad vegetarian","Le Klee by Novae","b+","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/21/2022"
"Coral lentil dahl with red curry, coconut milk and naan bread
 vegetarian","Microcity","a","b","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/21/2022"
"Pakora with vegetables, kacha mix, taziki with coriander
 vegetarian","Microcity","b","d","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/21/2022"
"Risotto aux champignons , quorn haché , tuiles de parmesan","Microcity","","","","","7.5","8","9","8.5","","","","","E 7.50 CHFD 8.00 CHFC 8.50 CHFV 9.00 CHF","4/21/2022"
"Spring salad with green asparagus, lentils, crudités, leek vinaigrette and hard-boiled egg","Microcity","","","","","12","12","12","12","","","","","E 12.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","4/21/2022"
"Pea tortilla, grilled asparagus, parmesan cream vegetarian","Ornithorynque","a","c","1","","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","4/21/2022"
"Penne gratin with tomato, basil and ricotta cream vegetarian","Ornithorynque","a","c","1","","7.5","8.5","10","9","","","","","E 7.50 CHFD 8.50 CHFC 9.00 CHFV 10.00 CHF","4/21/2022"
"Carrot and goat cheese quiche vegetarian","Ornithorynque","a","c","1","","8","8.5","9.5","9","","","","","E 8.00 CHFD 8.50 CHFC 9.00 CHFV 9.50 CHF","4/21/2022"
"Vegetable samosas, fried noodles, Thai sauce vegetarian","Ornithorynque","a","c","1","","9","9.5","11","10","","","","","E 9.00 CHFD 9.50 CHFC 10.00 CHFV 11.00 CHF","4/21/2022"
"Masala paneer curry with vegetables, basmati rice and cashew nuts","PUUR","b","d","","","","","","","","","14.90","","14.90 CHF","4/21/2022"
"Vegetable Tabbouleh
Falafel balls
Tandori yogurt sauce vegetarian","PUUR","a","d","1","","","","","","","","14.90","","14.90 CHF","4/21/2022"
"Homemade fresh pasta with red pesto, grilled artichokes and fried Grana Padano olives and arugula","PUUR","a","d","","","","","","","","","12.90","","12.90 CHF","4/21/2022"
"Salad buffet","PUUR","b+","d","","","","","","","3.1","","","","3.10 CHF/100g","4/21/2022"
"Falafel wrap
Hummus, white tahini sauce, salad and red onion pickles
Vegan or vegetarian
 vegan","Alpine","b+","c","1","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","4/22/2022"
"Massaman Poultry Curry
Thai rice
Stir-fried vegetables","Alpine","b+","d","","","10.5","11","12.5","11.5","","","","","D 11.00 CHFE 10.50 CHFC 11.50 CHFV 12.50 CHF","4/22/2022"
"Grilled meat à la carte
French fries and vegetables
green pepper sauce
Parisian coffee butter","Alpine","b","c","","","12.5","13","14.5","13.5","","","","","E 12.50 CHFD 13.00 CHFC 13.50 CHFV 14.50 CHF","4/22/2022"
"Fusilli with greens, fresh tomato sauce, red onions, beans, peas and basil vegetarian","Arcadie","a","c","1","","","","","","2.3","","","","2.30 CHF/100g","4/22/2022"
"Beef ravioli with Barolo, sage sauce, vegetable brunoise","Arcadie","a","c","","","","","","","","","12.00","","12.00 CHF","4/22/2022"
"Whole wheat penne gratin with broccoli, ricotta cheese and spinach shoots vegetarian","Arcadie","a","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/22/2022"
"[Italian Bowl] Lentils, mozzarella, sun-dried tomatoes, potatoes, basil and red onions vegetarian","Arcadie","b","b","1","","","","","","","","12.00","","12.00 CHF","4/22/2022"
"Soy and lime marinated salmon filet
Sesame rice noodles
GRTA peas and mung","Campus Biotech","a","e","","","","","","","","","9.00","","9.00 CHF","4/22/2022"
"[NASI GORENG] Riz basmati, julienne de légumes, chou chinois, pak choï, oeuf, soja, citronnelle, gingembre vegetarian[NASI GORENG] Basmati rice, julienne vegetables, Chinese cabbage, pak choï, egg, soy, lemon grass, ginger vegetarian","Epicure","b+","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/22/2022"
"[SOUP OF THE DAY]
Cream of zucchini soup with spinach shootsOrigin: Légumes: Suisse","Epicure","c","b","","Légumes: Suisse","","","","","","","","","Epicure","4/22/2022"
"[WEEKLY WRAP]
Eggplant, goat cheese, chutney, omelet, salad and nuts vegetarian","Epicure","","","1","","","","","","","","","","Epicure","4/22/2022"
"[EPICURE'S SMALL SALAD BAR]
Novae's salad mix, 3 vegetables or raw vegetables, 1 protein and your choice of dressing","Epicure","","","","","6.9","7.5","8.5","7.9","","","","","E 6.90 CHFD 7.50 CHFC 7.90 CHFV 8.50 CHF","4/22/2022"
"[EPICURE'S BIG SALAD BAR]
Novae's salad mix, 5 vegetables or raw vegetables, 2 proteins and a choice of dressing","Epicure","","","","","12","12.5","14","13","","","","","E 12.00 CHFD 12.50 CHFC 13.00 CHFV 14.00 CHF","4/22/2022"
"[The Chef's gourmet recipes]
Croque-monsieur, savory cake, veggie quiche, sweet cake, crumble, brownies","Epicure","","","","","","","","","","","","","Epicure","4/22/2022"
"Beef paupiette with pepper
Browned apples
Glazed carrotsOrigin: CH","La Ruche","a","d","","CH","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","4/22/2022"
"Samossa
Chickpeas with parsley and balsamic
Roasted vegetables","La Ruche","a","c","","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","4/22/2022"
"Spaghetti carbonaraOrigin: CH","La Ruche","d","e","","CH","7.5","10.5","10.5","10.5","","","","","E 7.50 CHFD 10.50 CHFC 10.50 CHFV 10.50 CHF","4/22/2022"
"[Big Burger]
Corn bun, beef, candied onions, tomato, raclette cheese, saladOrigin: Boeuf CH","La Table de Vallotton by Novae","b+","c","","Boeuf CH","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/22/2022"
"[Big Veggie Burger]
Corn buns, barbecue planted, onions, tomato, raclette cheese and salad vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/22/2022"
"[Pasta du Chef]
Penne Rigate N°73, bear garlic pesto, local cured ham, parmesan shavings and Caulys sproutsOrigin: Porc/Suisse","La Table de Vallotton by Novae","c+","c","","Porc/Suisse","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/22/2022"
"[Pasta by Veggie Chef]
Penne Rigate N°73,
bear garlic pesto, parmesan shavings and Caulys sprouts vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/22/2022"
"[Chef's casserole]
Osso Bucco of pork gremolata, roasted seasonal vegetables
Origin: Porc - Suisse","La Table de Vallotton by Novae","a-","c","","Porc - Suisse","14","17","17","17","","","","","E 14.00 CHFD 17.00 CHFC 17.00 CHFV 17.00 CHF","4/22/2022"
"[Veggie Chef's Casserole]
Coral Lentil Dahl with Coconut Milk, Ginger and Organic Basmati RiceOrigin: Riz basmatri BIO FAIRTRADE vegetarian","La Table de Vallotton by Novae","a","b","1","Riz basmatri BIO FAIRTRADE vegetarian","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/22/2022"
"[Chef's salad] Rampon, smoked bacon, hard-boiled eggs, country bread croutons, old-fashioned mustard vinaigretteOrigin: Porc - Suisse","La Table de Vallotton by Novae","b+","c","","Porc - Suisse","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","4/22/2022"
"[Veggie Chef's Salad] Rampon, Quorn Bacon, Country Bread Croutons, Hard Boiled Eggs","La Table de Vallotton by Novae","b+","a","","","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","4/22/2022"
"Green vegetable quiche with asparagus and green salad vegetarian","Le Klee by Novae","b+","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/22/2022"
"Paillard of Chimichurri Chicken, Roasted Potatoes and Broccoli
Origin: Suisse","Microcity","a-","c","","Suisse","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/22/2022"
"Feta and spinach puff pastry, spicy bulgur with paprika, candied carrots, chickpea and white bean salad
 vegetarian","Microcity","a","c","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/22/2022"
"Risotto aux champignons , quorn haché , tuiles de parmesan","Microcity","","","","","7.5","8","9","8.5","","","","","E 7.50 CHFD 8.00 CHFC 8.50 CHFV 9.00 CHF","4/22/2022"
"Pork ribs with ginger, sautéed rice and Provencal tomatoesOrigin: Suisse","Ornithorynque","a","c","","Suisse","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","4/22/2022"
"Spring Vegetable Risotto vegetarian","Ornithorynque","b+","b","1","","5.5","6.5","8","7","","","","","E 5.50 CHFD 6.50 CHFC 7.00 CHFV 8.00 CHF","4/22/2022"
"Carrot and goat cheese quiche vegetarian","Ornithorynque","a","c","1","","8","8.5","9.5","9","","","","","E 8.00 CHFD 8.50 CHFC 9.00 CHFV 9.50 CHF","4/22/2022"
"Tex Mex Burrito with chicken and vegetables, tortilla chipsOrigin: Suisse","Ornithorynque","a-","c","","Suisse","9","9.5","11","10","","","","","E 9.00 CHFD 9.50 CHFC 10.00 CHFV 11.00 CHF","4/22/2022"
"Spinach and goat cheese quiche small spring saladine vegetarian","PUUR","b+","d","1","","","","","","","","13.90","","13.90 CHF","4/22/2022"
"Shrimp sautéed in a quinoa, rice and zucchini duo with thymeOrigin: VN","PUUR","b","e","","VN","","","","","","","15.90","","15.90 CHF","4/22/2022"
"Lasagna with salmon au gratin ""Maison"" served with a small green saladOrigin: NO","PUUR","b","e","","NO","","","","","","","14.90","","14.90 CHF","4/22/2022"
"Beef flank steak with Bearnaise sauce, French fries and green saladOrigin: CH","PUUR","b-","e","","CH","","","","","","","15.90","","15.90 CHF","4/22/2022"
"Salad buffet","PUUR","b+","d","","","","","","","3.1","","","","3.10 CHF/100g","4/22/2022"
"Spinach Stuffed Pancake
Vegetables from the market gardener
Boulgour with herbs","Alpine","b+","a","","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","4/25/2022"
"Spinach Ricotta Tortellini
Pesto verde sauce
Parmesan shavings and arugula bouquet","Alpine","a-","c","","","11.5","12","13.5","12.5","","","","","D 12.00 CHFE 11.50 CHFC 12.50 CHFV 13.50 CHF","4/25/2022"
"Lentil Dahl
Indian Style Vegetables
Samosa Filling","Alpine","a","c","","","11.5","12","13.5","12.5","","","","","E 11.50 CHFD 12.00 CHFC 12.50 CHFV 13.50 CHF","4/25/2022"
"Gnocchi with smoked tofu vegetable bolognese sauce vegetarian","Arcadie","a","b","1","","","","","","2.3","","","","2.30 CHF/100g","4/25/2022"
"Ravioli with mushrooms, ricotta and asparagus tips vegetarian","Arcadie","b+","c","1","","","","","","","","12.00","","12.00 CHF","4/25/2022"
"Whole wheat penne gratin with broccoli, ricotta cheese and spinach shoots vegetarian","Arcadie","a","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/25/2022"
"[Italian Bowl] Lentil, mozzarella, sun-dried tomato, basil and red onion salad vegetarian","Arcadie","b","b","1","","","","","","","","12.00","","12.00 CHF","4/25/2022"
"Sliced Swiss chicken with red curry sauce
Jasmine-scented rice
Julienne of crunchy vegetables
Origin: Suisse","Campus Biotech","a","e","","Suisse","","","","","","","9.00","","9.00 CHF","4/25/2022"
"Gyoza RamenOrigin: Oeufs: CH vegetarian","Epicure","a-","b","1","Oeufs: CH vegetarian","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/25/2022"
"[SOUP OF THE DAY]
Cream of zucchini soup with spinach shootsOrigin: Légumes: Suisse","Epicure","c","b","","Légumes: Suisse","","","","","","","","","Epicure","4/25/2022"
"[WEEKLY WRAP]
Hummus, spinach shoots, falafels and cottage cheese vegetarian","Epicure","b+","c","1","","","","","","","","","","Epicure","4/25/2022"
"[EPICURE'S SMALL SALAD BAR]
Novae's salad mix, 3 vegetables or raw vegetables, 1 protein and your choice of dressing","Epicure","","","","","6.9","7.5","8.5","7.9","","","","","E 6.90 CHFD 7.50 CHFC 7.90 CHFV 8.50 CHF","4/25/2022"
"[EPICURE'S BIG SALAD BAR]
Novae's salad mix, 5 vegetables or raw vegetables, 2 proteins and a choice of dressing","Epicure","","","","","12","12.5","14","13","","","","","E 12.00 CHFD 12.50 CHFC 13.00 CHFV 14.00 CHF","4/25/2022"
"[The Chef's gourmet recipes]
Croque-monsieur, savory cake, veggie quiche, sweet cake, crumble, brownies","Epicure","","","","","","","","","","","","","Epicure","4/25/2022"
"Mushroom Risotto
Fresh herbs
Parmesan shavings","Esplanade","b","d","","","10.5","11","12.5","11.5","","","","","E 10.50 CHFD 11.00 CHFC 11.50 CHFV 12.50 CHF","4/25/2022"
"Vegetarian salad:
Spinach shoot, roasted squash, Swiss Gruyere, walnuts, falafel and fresh oregano vegetarian","Giacometti","c","d","1","","","","","","","","8.00","","8.00 CHF","4/25/2022"
"ITALIAN Salad:
Salad, Mozzarella, Tomatoes, Olives, Penne, Basil, Croutons, Pesto vegetarian","Giacometti","b+","d","1","","","","","","","","8.00","","8.00 CHF","4/25/2022"
"Our range of veggie sandwiches:
Varied assortment (Falafel, tomato mozza...) vegetarian","Giacometti","b-","e","1","","","","","","","","7.00","","7.00 CHF","4/25/2022"
"Chef's style Pad Thai
Homemade sauce
Seed Condiments","Ginko","a-","b","","","10.5","11","12.5","11.5","","","","","E 10.50 CHFD 11.00 CHFC 11.50 CHFV 12.50 CHF","4/25/2022"
"[Indie Monday] Vegetarian THALI - Vegetable Samosa, eggplant bahji, sabji, basmati rice, dahl, baratha, raita, papadum, hot sauce vegetarian","Hodler","b+","c","1","","12","13","15","14","","","","","E 12.00 CHFD 13.00 CHFC 14.00 CHFV 15.00 CHF","4/25/2022"
"Veggie double cheese with tomatoes and candied onionsOrigin: CH vegetarian","Hopper","b+","d","1","CH vegetarian","","","","","","","13.00","","13.00 CHF","4/25/2022"
"1/2 Candied eggplant and mixed salad vegetarian","Hopper","c","c","1","","7.5","9","12","10","","","","","E 7.50 CHFD 9.00 CHFC 10.00 CHFV 12.00 CHF","4/25/2022"
"Mornese gnocchi gratin vegetarian","Hopper","b+","d","1","","7.5","9","12","10","","","","","E 7.50 CHFD 9.00 CHFC 10.00 CHFV 12.00 CHF","4/25/2022"
"Soy and vegetable gratin
Green salad","La Ruche","a+","c","","","11","12","14","13","","","","","E 11.00 CHFD 12.00 CHFC 13.00 CHFV 14.00 CHF","4/25/2022"
"Bowl
Basmati rice, beets, carrots, corn, avocado","La Ruche","b+","c","","","8","9","11","10","","","","","E 8.00 CHFD 9.00 CHFC 10.00 CHFV 11.00 CHF","4/25/2022"
"Orecchiette crémeuse
Aux petits pois et épinards","La Ruche","b+","c","","","6.5","10.5","10.5","10.5","","","","","E 6.50 CHFD 10.50 CHFC 10.50 CHFV 10.50 CHF","4/25/2022"
"[Big Veggie Burger] Corn bun, barbeque planted, onions, tomato, raclette cheese and salad vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/25/2022"
"[Pasta by Veggie Chef]
Penne Rigate N°73,
bear garlic pesto, parmesan shavings and Caulys sprouts vegetarian","La Table de Vallotton by Novae","a-","b","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/25/2022"
"[Veggie Chef's Casserole] Potato Gnocchi, Cream of Asparagus and Caulys Sprouts vegetarian","La Table de Vallotton by Novae","b+","a","1","","10","13","13","13","","","","","E 10.00 CHFD 13.00 CHFC 13.00 CHFV 13.00 CHF","4/25/2022"
"[Veggie Chef Salad] Rampon, quorn bacon, country bread croutons, hard boiled eggs vegetarian","La Table de Vallotton by Novae","b+","a","1","","16","19","19","19","","","","","E 16.00 CHFD 19.00 CHFC 19.00 CHFV 19.00 CHF","4/25/2022"
"Green vegetable quiche with asparagus and green salad vegetarian","Le Klee by Novae","b+","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/25/2022"
"Student","Maharaja - Food Truck","b","d","","","6.5","","","","","","E 6.50","","E 6.50 CHF","4/25/2022"
"Eggplant with cheese","Maharaja - Food Truck","b+","d","","","","","","","","","","","Maharaja - Food Truck","4/25/2022"
"Peppers 5 spices","Maharaja - Food Truck","a-","d","","","","","","","","","","","Maharaja - Food Truck","4/25/2022"
"Leeks p.d. ground masala","Maharaja - Food Truck","a","d","","","","","","","","","","","Maharaja - Food Truck","4/25/2022"
"Tex-Mex style vegetable beet burrito with spicy bean chili vegetarian","Microcity","b+","b","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/25/2022"
"Green asparagus lasagna with green salad vegetarian","Microcity","a","b","1","","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/25/2022"
"Grilled Vegetable Spread with Wild Garlic Pesto vegetarian","Microcity","b","b","1","","7.5","8","9","8.5","","","","","E 7.50 CHFD 8.00 CHFC 8.50 CHFV 9.00 CHF","4/25/2022"
"[Veggie Country Salad] Crudités, Gruyère cheese, feta and spinach crisps, croutons, hard-boiled egg
Origin: Porc - Suisse vegetarian","Microcity","b+","b","1","Porc - Suisse vegetarian","12","12","12","12","","","","","E 12.00 CHFD 12.00 CHFC 12.00 CHFV 12.00 CHF","4/25/2022"
"mushroom soup","Montreux Jazz Café","","","","","","","","","","","20.00","","20.00 CHF","4/25/2022"
"Caramelized sesame seeds
Ebly, beans and carrot brunoise, homemade salsa verde vegan","Native","a-","c","","","10.5","11","12.5","11.5","","","","","E 10.50 CHFD 11.00 CHFC 11.50 CHFV 12.50 CHF","4/25/2022"
"Tomato and Mozzarella Focaccia
Grilled vegetables, saladine","Native","b","c","","","6.5","7","9","8","","","","","E 6.50 CHFD 7.00 CHFC 8.00 CHFV 9.00 CHF","4/25/2022"
"[Aloo gobi] Cauliflower, carrots, basmati rice, vegetable balls, raita sauceOrigin: Suisse vegetarian","Ornithorynque","b+","b","1","Suisse vegetarian","10","11","13","12","","","","","E 10.00 CHFD 11.00 CHFC 12.00 CHFV 13.00 CHF","4/25/2022"
"Penne with Neapolitan sauce, capers and olives vegetarian","Ornithorynque","a-","b","1","","6.5","7.5","9","8","","","","","E 6.50 CHFD 7.50 CHFC 8.00 CHFV 9.00 CHF","4/25/2022"
"Vegetable, tomato and feta cheese quiche vegetarian","Ornithorynque","a-","c","1","","8","8.5","9.5","9","","","","","E 8.00 CHFD 8.50 CHFC 9.00 CHFV 9.50 CHF","4/25/2022"
"Salt and pepper bagnat bread stuffed with marinated planted vegetables, raw vegetables, barbecue sauce vegetarian","Ornithorynque","a","c","1","","9","9.5","11","10","","","","","E 9.00 CHFD 9.50 CHFC 10.00 CHFV 11.00 CHF","4/25/2022"
